120.200;LEFT;06:38:32;06:38:39	;6.90
120.200;LEFT;06:38:43;06:38:47	;3.82
120.200;LEFT;06:39:27;06:39:31	;3.50
120.200;LEFT;06:40:31;06:40:35	;4.04
120.200;LEFT;06:40:45;06:40:47	;2.06
120.200;LEFT;06:41:42;06:41:46	;3.82
120.200;LEFT;06:41:51;06:41:55	;4.15
120.200;LEFT;06:43:23;06:43:28	;4.36
120.200;LEFT;06:43:43;06:43:44	;1.56
120.200;LEFT;06:43:55;06:43:58	;2.57
120.200;LEFT;06:44:39;06:44:42	;3.26
120.200;LEFT;06:46:02;06:46:05	;2.95
120.200;LEFT;06:46:44;06:46:47	;2.74
120.200;LEFT;06:46:53;06:46:56	;2.30
120.200;LEFT;06:48:17;06:48:23	;6.36
120.200;LEFT;06:48:25;06:48:26	;1.26
120.200;LEFT;06:48:30;06:48:37	;6.16
120.200;LEFT;06:48:42;06:48:45	;2.44
120.200;LEFT;06:48:49;06:48:52	;2.90
120.200;LEFT;06:50:31;06:50:35	;3.64
120.200;LEFT;06:50:39;06:50:44	;4.56
120.200;LEFT;06:50:53;06:50:56	;2.42
120.200;LEFT;06:51:11;06:51:14	;3.60
120.200;LEFT;06:51:18;06:51:21	;3.34
120.200;LEFT;06:51:24;06:51:28	;3.94
120.200;LEFT;06:51:33;06:51:36	;3.59
120.200;LEFT;06:51:54;06:52:04	;9.66
120.200;LEFT;06:52:45;06:52:49	;4.24
120.200;LEFT;06:52:52;06:52:53	;0.66
120.200;LEFT;06:52:54;06:52:57	;3.42
120.200;LEFT;06:53:00;06:53:05	;4.95
120.200;LEFT;06:53:10;06:53:13	;3.62
120.200;LEFT;06:53:29;06:53:33	;3.90
120.200;LEFT;06:54:41;06:54:44	;2.92
120.200;LEFT;06:56:23;06:56:26	;3.40
120.200;LEFT;06:56:33;06:56:38	;5.58
120.200;LEFT;06:56:49;06:56:55	;5.54
120.200;LEFT;06:56:58;06:57:03	;4.96
120.200;LEFT;06:57:16;06:57:19	;3.16
120.200;LEFT;06:57:23;06:57:26	;2.91
120.200;LEFT;06:57:31;06:57:35	;4.46
120.200;RIGHT;06:00:54;06:00:57	;3.73
120.200;RIGHT;06:01:03;06:01:08	;5.68
120.200;RIGHT;06:01:12;06:01:16	;3.98
120.200;RIGHT;06:01:31;06:01:32	;1.57
120.200;RIGHT;06:01:35;06:01:39	;4.32
120.200;RIGHT;06:03:20;06:03:24	;4.08
120.200;RIGHT;06:03:29;06:03:30	;0.54
120.200;RIGHT;06:05:33;06:05:37	;3.90
120.200;RIGHT;06:05:43;06:05:46	;3.54
120.200;RIGHT;06:05:51;06:05:52	;0.77
120.200;RIGHT;06:07:08;06:07:14	;6.26
120.200;RIGHT;06:07:18;06:07:21	;2.70
120.200;RIGHT;06:07:55;06:08:00	;5.58
120.200;RIGHT;06:09:03;06:09:06	;3.61
120.200;RIGHT;06:09:13;06:09:13	;0.65
120.200;RIGHT;06:09:35;06:09:40	;4.41
120.200;RIGHT;06:09:44;06:09:44	;0.63
120.200;RIGHT;06:11:14;06:11:18	;3.90
120.200;RIGHT;06:11:24;06:11:24	;0.56
120.200;RIGHT;06:11:25;06:11:28	;3.44
120.200;RIGHT;06:11:33;06:11:33	;0.57
120.200;RIGHT;06:12:08;06:12:12	;4.00
120.200;RIGHT;06:14:08;06:14:11	;2.50
120.200;RIGHT;06:14:16;06:14:16	;0.54
120.200;RIGHT;06:14:47;06:14:49	;2.28
120.200;RIGHT;06:15:22;06:15:27	;5.00
120.200;RIGHT;06:16:49;06:16:53	;4.66
120.200;RIGHT;06:16:59;06:17:00	;1.10
120.200;RIGHT;06:17:00;06:17:06	;5.34
120.200;RIGHT;06:17:24;06:17:28	;3.88
120.200;RIGHT;06:17:33;06:17:36	;2.82
120.200;RIGHT;06:17:44;06:17:47	;2.99
120.200;RIGHT;06:17:53;06:17:56	;3.85
120.200;RIGHT;06:18:08;06:18:12	;4.76
120.200;RIGHT;06:18:25;06:18:33	;8.00
120.200;RIGHT;06:18:48;06:18:52	;4.66
120.200;RIGHT;06:18:58;06:19:02	;4.50
120.200;RIGHT;06:19:19;06:19:22	;3.37
120.200;RIGHT;06:19:47;06:19:50	;3.06
120.200;RIGHT;06:20:15;06:20:19	;3.77
120.200;RIGHT;06:20:41;06:20:43	;2.69
120.200;RIGHT;06:21:07;06:21:10	;2.82
120.200;RIGHT;06:23:00;06:23:02	;2.46
120.200;RIGHT;06:23:06;06:23:07	;0.44
120.200;RIGHT;06:23:07;06:23:10	;3.02
120.200;RIGHT;06:24:13;06:24:18	;4.94
120.200;RIGHT;06:25:13;06:25:16	;3.17
120.200;RIGHT;06:25:25;06:25:28	;3.15
120.200;RIGHT;06:25:35;06:25:37	;2.04
120.200;RIGHT;06:26:28;06:26:33	;4.62
120.200;RIGHT;06:27:27;06:27:31	;3.57
120.200;RIGHT;06:28:22;06:28:25	;3.16
120.200;RIGHT;06:28:50;06:28:53	;3.81
120.200;RIGHT;06:28:58;06:28:59	;0.70
120.200;RIGHT;06:28:59;06:29:02	;2.21
120.200;RIGHT;06:32:05;06:32:08	;3.62
120.200;RIGHT;06:32:23;06:32:27	;4.06
120.200;RIGHT;06:33:06;06:33:09	;3.01
120.200;RIGHT;06:33:17;06:33:19	;1.34
120.200;RIGHT;06:35:11;06:35:14	;3.32
120.200;RIGHT;06:35:21;06:35:24	;3.62
120.200;RIGHT;06:35:29;06:35:30	;0.82
120.200;RIGHT;06:37:14;06:37:18	;3.50
120.200;RIGHT;06:37:29;06:37:31	;2.77
120.200;RIGHT;06:37:54;06:37:58	;3.70
120.200;RIGHT;06:38:40;06:38:43	;2.88
120.200;RIGHT;06:39:23;06:39:25	;2.62
120.200;RIGHT;06:40:41;06:40:44	;2.93
120.200;RIGHT;06:41:46;06:41:49	;3.04
120.200;RIGHT;06:43:40;06:43:43	;3.14
120.200;RIGHT;06:43:49;06:43:52	;3.42
120.200;RIGHT;06:43:58;06:43:58	;0.69
120.200;RIGHT;06:44:35;06:44:38	;2.86
120.200;RIGHT;06:45:58;06:46:01	;2.69
120.200;RIGHT;06:46:40;06:46:43	;2.78
120.200;RIGHT;06:46:47;06:46:48	;0.65
120.200;RIGHT;06:46:49;06:46:52	;2.41
120.200;RIGHT;06:46:56;06:46:57	;0.86
120.200;RIGHT;06:48:12;06:48:15	;3.18
120.200;RIGHT;06:48:23;06:48:25	;1.78
120.200;RIGHT;06:48:37;06:48:42	;4.70
120.200;RIGHT;06:48:46;06:48:49	;3.12
120.200;RIGHT;06:50:36;06:50:40	;3.64
120.200;RIGHT;06:50:49;06:50:52	;3.37
120.200;RIGHT;06:51:15;06:51:18	;3.49
120.200;RIGHT;06:51:29;06:51:32	;3.06
120.200;RIGHT;06:51:48;06:51:52	;4.10
120.200;RIGHT;06:52:04;06:52:06	;1.86
120.200;RIGHT;06:52:50;06:52:55	;5.20
120.200;RIGHT;06:53:06;06:53:09	;3.65
120.200;RIGHT;06:53:25;06:53:28	;3.02
120.200;RIGHT;06:54:36;06:54:39	;2.90
120.200;RIGHT;06:56:27;06:56:31	;3.68
120.200;RIGHT;06:56:56;06:57:00	;4.06
120.200;RIGHT;06:57:12;06:57:15	;3.61
120.200;RIGHT;06:57:19;06:57:22	;2.66
120.200;RIGHT;06:57:27;06:57:31	;3.89
120.200;RIGHT;07:01:08;07:01:08	;0.86
