121.100;LEFT;06:30:06;06:30:15	;9.74
121.100;LEFT;06:30:51;06:30:59	;8.02
121.100;LEFT;06:32:37;06:32:42	;4.92
121.100;LEFT;06:32:43;06:32:47	;4.54
121.100;LEFT;06:33:38;06:33:41	;3.04
121.100;LEFT;06:33:41;06:33:45	;3.98
121.100;LEFT;06:34:40;06:34:50	;9.48
121.100;LEFT;06:36:27;06:36:33	;5.30
121.100;LEFT;06:36:34;06:36:38	;4.70
121.100;LEFT;06:37:32;06:37:35	;3.54
121.100;LEFT;06:37:36;06:37:41	;4.24
121.100;LEFT;06:37:43;06:37:50	;7.32
121.100;LEFT;06:37:51;06:37:52	;1.32
121.100;LEFT;06:38:43;06:38:46	;3.06
121.100;LEFT;06:38:47;06:38:49	;2.34
121.100;LEFT;06:38:50;06:38:56	;6.26
121.100;LEFT;06:38:57;06:39:01	;4.50
121.100;LEFT;06:40:28;06:40:32	;3.88
121.100;LEFT;06:40:33;06:40:42	;9.24
121.100;LEFT;06:40:45;06:40:49	;3.86
121.100;LEFT;06:40:50;06:40:54	;3.98
121.100;LEFT;06:40:55;06:41:05	;9.63
121.100;LEFT;06:41:06;06:41:10	;3.66
121.100;LEFT;06:42:11;06:42:13	;2.94
121.100;LEFT;06:42:14;06:42:17	;3.55
121.100;LEFT;06:42:19;06:42:30	;10.84
121.100;LEFT;06:42:33;06:42:37	;4.15
121.100;LEFT;06:42:38;06:42:42	;4.20
121.100;LEFT;06:42:42;06:42:47	;4.38
121.100;LEFT;06:42:47;06:42:54	;6.36
121.100;LEFT;06:43:43;06:43:46	;3.42
121.100;LEFT;06:43:47;06:43:51	;3.60
121.100;LEFT;06:44:04;06:44:14	;9.74
121.100;LEFT;06:44:15;06:44:18	;3.22
121.100;LEFT;06:44:38;06:44:42	;4.00
121.100;LEFT;06:44:43;06:44:45	;2.51
121.100;LEFT;06:45:00;06:45:01	;0.86
121.100;LEFT;06:45:40;06:45:46	;5.70
121.100;LEFT;06:45:47;06:45:56	;9.82
121.100;LEFT;06:45:57;06:46:00	;2.46
121.100;LEFT;06:46:33;06:46:37	;3.38
121.100;LEFT;06:46:38;06:46:42	;3.88
121.100;LEFT;06:46:54;06:47:03	;8.70
121.100;LEFT;06:47:12;06:47:20	;8.35
121.100;LEFT;06:47:45;06:47:54	;9.20
121.100;LEFT;06:48:37;06:48:40	;3.18
121.100;LEFT;06:48:41;06:48:44	;3.28
121.100;LEFT;06:48:56;06:48:58	;2.44
121.100;LEFT;06:48:59;06:49:00	;1.50
121.100;LEFT;06:49:03;06:49:13	;9.14
121.100;LEFT;06:49:15;06:49:24	;8.92
121.100;LEFT;06:50:03;06:50:07	;3.88
121.100;LEFT;06:50:09;06:50:16	;6.75
121.100;LEFT;06:50:16;06:50:21	;4.70
121.100;LEFT;06:50:56;06:50:59	;3.18
121.100;LEFT;06:50:59;06:51:03	;3.74
121.100;LEFT;06:52:24;06:52:28	;3.70
121.100;LEFT;06:52:29;06:52:34	;5.14
121.100;LEFT;06:52:58;06:53:01	;3.32
121.100;LEFT;06:53:02;06:53:06	;3.70
121.100;LEFT;06:53:13;06:53:23	;9.28
121.100;LEFT;06:55:09;06:55:13	;3.74
121.100;LEFT;06:55:14;06:55:20	;5.31
121.100;LEFT;06:55:31;06:55:34	;3.10
121.100;LEFT;06:55:35;06:55:38	;2.78
121.100;LEFT;06:56:30;06:56:35	;4.50
121.100;LEFT;06:56:35;06:56:40	;4.36
121.100;LEFT;06:56:57;06:57:00	;3.22
121.100;LEFT;06:57:01;06:57:03	;2.62
121.100;LEFT;06:57:41;06:57:51	;9.34
121.100;LEFT;06:58:41;06:58:48	;6.22
121.100;LEFT;06:58:48;06:58:53	;4.36
121.100;LEFT;07:00:01;07:00:07	;5.22
121.100;LEFT;07:00:08;07:00:13	;5.18
121.100;LEFT;07:00:14;07:00:15	;1.66
121.100;LEFT;07:00:18;07:00:26	;8.72
121.100;LEFT;07:00:57;07:01:00	;3.28
121.100;LEFT;07:01:01;07:01:04	;2.85
121.100;LEFT;07:01:04;07:01:05	;0.98
121.100;LEFT;07:01:06;07:01:06	;0.74
121.100;LEFT;07:01:07;07:01:07	;0.46
