128.900;LEFT;06:35:25;06:35:26	;1.15
128.900;LEFT;06:35:27;06:35:30	;3.06
128.900;LEFT;06:35:31;06:35:33	;1.96
128.900;LEFT;06:35:40;06:35:43	;2.77
128.900;LEFT;06:35:43;06:35:46	;2.80
128.900;LEFT;06:35:51;06:35:54	;3.10
128.900;LEFT;06:35:54;06:35:57	;2.86
128.900;LEFT;06:35:59;06:36:04	;4.58
128.900;LEFT;06:36:04;06:36:09	;4.11
128.900;LEFT;06:36:09;06:36:12	;3.06
128.900;LEFT;06:36:13;06:36:18	;4.92
128.900;LEFT;06:36:21;06:36:28	;7.06
128.900;LEFT;06:36:29;06:36:38	;9.18
128.900;LEFT;06:36:39;06:36:44	;5.02
128.900;LEFT;06:36:44;06:36:45	;1.10
128.900;LEFT;06:36:46;06:36:48	;2.12
128.900;LEFT;06:36:50;06:36:54	;4.10
128.900;LEFT;06:36:56;06:36:58	;1.78
128.900;LEFT;06:37:02;06:37:06	;3.55
128.900;LEFT;06:37:07;06:37:09	;2.57
128.900;LEFT;06:37:13;06:37:20	;7.11
128.900;LEFT;06:37:20;06:37:27	;7.13
128.900;LEFT;06:37:34;06:37:39	;5.60
128.900;LEFT;06:37:47;06:37:55	;7.15
128.900;LEFT;06:37:55;06:38:03	;7.78
128.900;LEFT;06:38:10;06:38:14	;3.28
128.900;LEFT;06:38:14;06:38:21	;6.40
128.900;LEFT;06:38:21;06:38:29	;7.30
128.900;LEFT;06:38:31;06:38:33	;2.46
128.900;LEFT;06:38:34;06:38:36	;2.19
128.900;LEFT;06:38:37;06:38:39	;1.68
128.900;LEFT;06:38:39;06:38:47	;7.18
128.900;LEFT;06:38:48;06:38:51	;3.02
128.900;LEFT;06:38:58;06:39:03	;5.12
128.900;LEFT;06:39:05;06:39:13	;8.11
128.900;LEFT;06:39:16;06:39:24	;8.32
128.900;LEFT;06:39:28;06:39:33	;4.32
128.900;LEFT;06:39:34;06:39:38	;4.61
128.900;LEFT;06:39:39;06:39:43	;3.95
128.900;LEFT;06:39:56;06:40:00	;3.87
128.900;LEFT;06:40:00;06:40:04	;3.67
128.900;LEFT;06:40:10;06:40:17	;6.45
128.900;LEFT;06:40:38;06:40:53	;15.30
128.900;LEFT;06:41:09;06:41:14	;5.06
128.900;LEFT;06:41:18;06:41:28	;9.51
128.900;LEFT;06:41:34;06:41:36	;1.84
128.900;LEFT;06:41:37;06:41:39	;2.07
128.900;LEFT;06:42:07;06:42:11	;4.20
128.900;LEFT;06:42:12;06:42:16	;4.38
128.900;LEFT;06:42:17;06:42:18	;1.66
128.900;LEFT;06:42:20;06:42:22	;2.78
128.900;LEFT;06:42:23;06:42:25	;1.93
128.900;LEFT;06:42:57;06:43:08	;10.58
128.900;LEFT;06:43:09;06:43:19	;10.56
128.900;LEFT;06:43:20;06:43:20	;0.54
128.900;LEFT;06:43:45;06:43:51	;5.83
128.900;LEFT;06:43:59;06:44:04	;5.29
128.900;LEFT;06:44:12;06:44:21	;9.02
128.900;LEFT;06:44:26;06:44:48	;22.56
128.900;LEFT;06:44:49;06:44:52	;3.31
128.900;LEFT;06:45:10;06:45:12	;1.93
128.900;LEFT;06:45:13;06:45:18	;5.04
128.900;LEFT;06:45:18;06:45:21	;2.74
128.900;LEFT;06:45:24;06:45:27	;3.38
128.900;LEFT;06:45:28;06:45:33	;4.43
128.900;LEFT;06:45:39;06:45:44	;5.91
128.900;LEFT;06:45:46;06:45:47	;1.74
128.900;LEFT;06:45:48;06:45:50	;1.64
128.900;LEFT;06:45:50;06:45:55	;4.62
128.900;LEFT;06:46:03;06:46:09	;6.14
128.900;LEFT;06:46:10;06:46:12	;2.04
128.900;LEFT;06:46:13;06:46:15	;2.15
128.900;LEFT;06:46:20;06:46:24	;4.77
128.900;LEFT;06:46:27;06:46:33	;5.61
128.900;LEFT;06:46:34;06:46:39	;5.24
128.900;LEFT;06:46:43;06:46:49	;5.22
128.900;LEFT;06:46:50;06:46:54	;4.33
128.900;LEFT;06:47:20;06:47:24	;3.93
128.900;LEFT;06:47:24;06:47:31	;6.82
128.900;LEFT;06:47:40;06:47:42	;2.40
128.900;LEFT;06:47:43;06:47:46	;3.18
128.900;LEFT;06:47:56;06:47:57	;1.11
128.900;LEFT;06:47:59;06:48:05	;6.26
128.900;LEFT;06:48:06;06:48:10	;4.22
128.900;LEFT;06:48:31;06:48:33	;2.67
128.900;LEFT;06:48:34;06:48:37	;3.70
128.900;LEFT;06:48:39;06:48:40	;1.52
128.900;LEFT;06:48:41;06:48:41	;0.63
128.900;LEFT;06:48:42;06:48:46	;3.74
128.900;LEFT;06:49:12;06:49:15	;3.74
128.900;LEFT;06:49:18;06:49:22	;3.80
128.900;LEFT;06:49:23;06:49:25	;1.93
128.900;LEFT;06:49:54;06:50:01	;6.18
128.900;LEFT;06:50:01;06:50:03	;1.40
128.900;LEFT;06:50:03;06:50:05	;1.39
128.900;LEFT;06:50:05;06:50:08	;2.86
128.900;LEFT;06:50:10;06:50:11	;0.98
128.900;LEFT;06:50:11;06:50:12	;0.90
128.900;LEFT;06:50:13;06:50:16	;3.18
128.900;LEFT;06:50:22;06:50:26	;3.38
128.900;LEFT;06:50:26;06:50:30	;3.27
128.900;LEFT;06:50:33;06:50:36	;2.94
128.900;LEFT;06:50:36;06:50:38	;1.76
128.900;LEFT;06:50:39;06:50:40	;1.05
128.900;LEFT;06:50:42;06:50:46	;4.00
128.900;LEFT;06:51:14;06:51:21	;7.06
128.900;LEFT;06:51:22;06:51:25	;3.10
128.900;LEFT;06:51:26;06:51:28	;2.57
128.900;LEFT;06:52:06;06:52:09	;2.61
128.900;LEFT;06:52:09;06:52:12	;3.17
128.900;LEFT;06:52:15;06:52:20	;4.58
128.900;LEFT;06:52:21;06:52:26	;5.42
128.900;LEFT;06:52:29;06:52:34	;4.18
128.900;LEFT;06:52:34;06:52:40	;5.43
128.900;LEFT;06:53:59;06:54:00	;0.58
128.900;LEFT;06:54:00;06:54:05	;5.22
128.900;LEFT;06:54:09;06:54:16	;7.05
128.900;LEFT;06:54:39;06:54:41	;2.45
128.900;LEFT;06:54:43;06:54:46	;3.11
128.900;LEFT;06:54:50;06:54:52	;2.08
128.900;LEFT;06:54:53;06:54:55	;2.22
128.900;LEFT;06:54:57;06:54:59	;1.98
128.900;LEFT;06:55:00;06:55:04	;4.33
128.900;LEFT;06:55:30;06:55:36	;5.82
128.900;LEFT;06:55:36;06:55:38	;1.80
128.900;LEFT;06:55:39;06:55:40	;1.58
128.900;LEFT;06:55:41;06:55:47	;6.04
128.900;LEFT;06:56:05;06:56:06	;0.90
128.900;LEFT;06:56:07;06:56:08	;0.86
128.900;LEFT;06:56:09;06:56:11	;2.94
128.900;LEFT;06:56:56;06:56:59	;2.25
128.900;LEFT;06:56:59;06:57:02	;3.02
128.900;LEFT;06:57:35;06:57:45	;9.96
128.900;LEFT;06:57:46;06:57:48	;2.50
128.900;LEFT;06:58:15;06:58:20	;4.93
128.900;LEFT;06:58:23;06:58:27	;4.19
128.900;LEFT;06:58:28;06:58:30	;2.38
128.900;LEFT;06:59:06;06:59:09	;2.74
128.900;LEFT;06:59:11;06:59:13	;2.46
128.900;LEFT;06:59:40;06:59:45	;5.67
128.900;LEFT;06:59:47;06:59:51	;4.34
128.900;LEFT;06:59:52;06:59:56	;4.37
128.900;LEFT;07:00:02;07:00:09	;6.81
128.900;LEFT;07:01:18;07:01:24	;6.24
